	gene_expression	copy_number
SUZ12	4.905928478173135	0.8865397835648648
TPM3	8.946818569964387	1.2140872940625893
ID3	8.852154937462183	1.2071581402226448
FOXL2	3.2555007331483865	1.2627591920709942
BIRC3	0.411426245726465	1.2680328409631267
LATS1	3.5147534984397533	0.9306089855243284
HMGA2	7.102868054251107	0.957776069837998
ZNRF3	3.586164245930909	0.9137190720919336
MDM2	4.908332569782425	0.957776069837998
DDX5	9.402841532551294	1.4486734393541545
ASXL2	3.828834649468056	1.2002780428307145
EIF1AX	6.484782623077873	0.975515853724148
ELF4	2.8155754288625725	1.0035318124996964
STK11	4.936402377725063	0.90820358078973
MYC	6.9233869155047145	0.9849241027397724
PBRM1	4.85049941375812	0.9124369653376048
NCKIPSD	4.437627248318949	0.9124369653376048
PAX7	0.0565835283663675	1.2071581402226448
BAZ1A	5.0925457415435655	0.9422588395731328
HOXD13	0.137503523749935	1.2376072118991543
CLIP1	4.714795011118162	0.9513422654744232
BCL7A	4.463360885816658	0.9513422654744232
STAT6	3.04788732939655	0.9090961555103472
CHCHD7	3.323370069061269	0.5807226887684702
RGS7	0.0565835283663675	1.2793585420568865
SKI	4.817111572795697	1.191011128644826
JAK3	1.859969548221026	0.9090723141837708
MDS2	0.4854268271702416	1.2071581402226448
ACKR3	0.0976107966264223	1.2178962614683586
RUNX1T1	0.1243281350022017	0.5807226887684702
CDKN1B	4.329123596291566	0.9521817182995376
CNBP	7.983620697086662	0.9354323306302486
ATRX	6.16430358309365	1.0035318124996964
ELL	2.5360529002402097	0.9090723141837708
CLTCL1	3.3673710656485296	0.9137190720919336
FLT3	0.0426443374084937	0.947947779647365
FBXW7	3.663344619366085	0.961540695942264
FGFR2	0.2016338611696504	0.988187260685102
LARP4B	4.009884588931844	0.6077309801949071
FAT3	0.2016338611696504	1.3098232717876694
HLF	0.0565835283663675	1.4486734393541545
VTI1A	3.5084286525318573	0.988187260685102
PAX3	0.0	1.2520123513060029
FAM47C	0.0	0.975515853724148
SDHAF2	6.107478646626618	1.2100111267128109
ZNF479	0.0	1.580334220649927
MLH1	4.461397589926158	0.9124369653376048
MYOD1	0.0426443374084937	1.274789406080091
XPA	4.37364821133469	0.9248020680156784
HOXD11	0.5160151470036647	1.2376072118991543
PRRX1	0.2986583155645151	1.258370904612193
DNMT3A	3.1811025507537978	1.2002780428307145
STIL	4.2502036564992975	1.2718901581678137
SH2B3	1.839959587489532	0.9326170334718566
TCF3	6.882520781889342	0.90820358078973
KIF5B	5.105175192265479	0.5956331309719602
KRAS	3.750606504835592	0.9521817182995376
CD79A	0.2630344058337938	0.911533607272418
KIT	0.2016338611696504	0.9768409191043556
ZNF331	3.807354922057604	0.911533607272418
TLX1	3.1842802944193824	0.988187260685102
ASPSCR1	5.270528942380718	1.4486734393541545
TRRAP	5.170726276131552	1.292002504487988
DROSHA	5.826802684285827	0.982743950240142
HOXA9	1.7570232465074596	1.516391321729626
WWTR1	3.5397791916984938	1.2627591920709942
ERCC5	3.3701642805402097	0.5663138780006398
TFG	6.013015535839256	0.9530478005512084
BAP1	5.773996325111173	0.9124369653376048
MAPK1	5.325890061039784	0.9137190720919336
CEBPA	1.565597175854225	0.911533607272418
FOXP1	5.679198570566922	0.9655923493286328
MITF	0.2141248053528473	0.9655923493286328
MUC4	0.0976107966264223	1.2112605547225015
PCSK7	4.913607511823099	1.2680328409631267
OMD	0.0285691521967709	0.9248020680156784
FCRL4	0.0	1.2140872940625893
POLD1	5.498250867527825	0.911533607272418
NF2	4.331275267146615	0.9137190720919336
EZR	6.632268215499513	0.9513987599818994
TOP1	6.213736095922801	0.939170565685012
SMAD3	2.298658315564515	0.8893190487483866
FLNA	8.233859307196411	1.0035318124996964
COL3A1	8.334988309348535	1.3174109204902122
CTNNA2	0.1505596765753814	1.534347743009826
CDC73	5.153805336079036	1.2562576687014109
NFKBIE	3.2809563138310565	1.2042454983795032
ETV5	4.67072705449947	1.2112605547225015
MNX1	0.925999418556223	1.2658393679545772
FANCA	5.356848079236522	0.9525523450617088
RB1	3.00539998774259	0.5465194110869391
AR	0.01435529297707	1.0035318124996964
PTPRD	1.0071955014042038	0.9707878709494748
BCL2L12	6.074462620704536	0.911533607272418
MYCN	2.073820233291672	1.32346854227411
NBEA	2.372952097911829	0.947947779647365
LATS2	4.651338766105931	0.947947779647365
APOBEC3B	4.646738698307846	0.9137190720919336
ARHGEF12	4.840463233869542	1.229917649090137
CARD11	0.0426443374084937	0.9263571436633508
LMO2	0.2265085298086797	1.2888184891667658
ATR	4.316145742293356	1.2627591920709942
CDKN2C	5.576219781209581	1.2358543064888363
LIFR	0.7570232465074596	0.982743950240142
PTPRT	0.0	0.939170565685012
DAXX	6.446752484566551	1.1785393060722902
TBL1XR1	5.135042286233651	1.2627591920709942
MLLT11	6.465484779018499	1.2140872940625893
PMS2	4.838951766951944	1.516391321729626
ERBB3	1.4059923596758368	0.9090961555103472
LCK	0.3785116232537298	1.207276054746644
CSF3R	0.2387868595871164	1.207276054746644
HOXC11	2.985500430304885	0.9090961555103472
FANCE	4.323370069061268	2.003083430571636
CCR4	0.0426443374084937	0.9635616151629438
N4BP2	2.657640005207824	0.9593284650592024
RUNX1	0.1634987322828795	1.176812491465785
LASP1	7.285494696349597	1.4486734393541545
QKI	5.984817174293587	0.9513987599818994
SRC	4.089159131911238	0.939170565685012
TFEB	2.422233000683048	1.2042454983795032
MSI2	5.991181681408527	1.4486734393541545
RGPD3	0.3219280948873623	1.269812503445974
BCLAF1	5.793635820350628	0.9306089855243284
SPOP	5.740927560318628	1.4486734393541545
SND1	6.543959797371852	1.257325351143007
MYH9	6.737686761409861	0.9137190720919336
CCNE1	5.23687524536694	0.911533607272418
SFPQ	8.63263175211247	1.207276054746644
LRP1B	0.918386234446348	1.2784819888720849
AFF4	4.873813198359088	0.9546097950514836
SIRPA	2.269033146455237	0.918509502447208
BCL10	4.43229133824778	1.2658043196985918
PTEN	5.583458910130768	0.988187260685102
PRDM1	1.4059923596758368	0.9024143951379258
FGFR4	2.350497247084133	0.9546097950514836
DDR2	0.2509615735332188	1.3190688862141762
PWWP2A	3.1538053360790355	0.9546097950514836
SYK	0.3785116232537298	0.9248020680156784
BLM	3.140778655782796	0.9359696708956078
KIAA1549	2.782408564927373	0.9347564333467564
ARNT	5.224966365000275	1.2140872940625893
CNOT3	5.330558400030802	0.911533607272418
RSPO2	0.01435529297707	0.5783110709373425
SETD1B	3.346247774082776	0.9513422654744232
TTL	6.212374787567268	1.269812503445974
NCOR1	4.654779216959517	0.5257076167676127
ZMYM3	6.07724299893246	1.0035318124996964
BUB1B	5.554588851677638	0.9348389343091932
DNAJB1	6.231509210867047	0.9090723141837708
RABEP1	4.155425431747197	0.5257076167676127
POU2AF1	0.1505596765753814	1.2680328409631267
CDH17	0.0426443374084937	0.5807226887684702
CANT1	5.836429131161648	1.4486734393541545
NTHL1	5.571373435973201	1.1659127561904683
HIP1	5.4950555283680185	1.2863371990203136
S100A7	0.1505596765753814	1.2140872940625893
CDK4	8.17217745317369	0.957776069837998
SDHD	6.877621566583064	1.2680328409631267
CDK6	0.1243281350022017	1.2278782193791538
CUX1	4.683696454306515	1.2618984929381531
CYP2C8	0.4956951626240688	0.988187260685102
MEN1	6.006298023900369	1.2100111267128109
NR4A3	0.6599245584023783	0.9248020680156784
CACNA1D	0.1890338243900171	0.9655923493286328
ARHGEF10L	2.6507645591169022	1.2071581402226448
FEN1	6.464668267003445	1.2100111267128109
NPM1	10.340295210430478	0.9546097950514836
CHD4	6.892633883424437	0.9521817182995376
TMEM127	5.566510755857876	1.6524314849682125
CDKN2A	8.218539019536486	0.9707878709494748
RAF1	5.838447592548459	0.9635616151629438
ABL2	3.4342946179599254	1.2562576687014109
ROS1	0.0	0.9799192264576224
MAP3K13	5.395405604566331	1.2112605547225015
ACVR2A	2.327687364176047	1.2784819888720849
SPEN	5.663629258814752	1.2299979629020985
ERC1	4.161887682376894	0.9521817182995376
FAT1	1.6369145803558778	0.9757483251822718
BTG1	3.125981653854716	0.9255623258871732
CTNNB1	7.10055722078293	0.9124369653376048
CDKN1A	5.058749412335524	1.9783693804784648
NAB2	6.050284014301706	0.9090961555103472
FLI1	0.0565835283663675	1.2908852402760629
MALT1	3.96624587322494	1.2876049259477576
RPN1	6.845364593746949	0.9354323306302486
PRF1	0.0426443374084937	0.9265931248118516
MN1	0.3334237337251918	0.9137190720919336
HLA-A	7.015470807639381	1.1785393060722902
PER1	3.7147950111181625	0.5257076167676127
RSPO3	0.1243281350022017	0.9885364096279396
FNBP1	4.614709844115208	0.9157635401574098
FCGR2B	0.0	1.2140872940625893
SUFU	3.1060132376221192	0.988187260685102
NCOA2	3.168321115739723	0.5807226887684702
HNRNPA2B1	9.526753522292356	1.516391321729626
HRAS	5.777945670695148	1.2117724898841895
MLLT10	4.96254902292306	0.5956331309719602
PTPRB	0.7398481026993274	0.979351414779916
KDR	0.0	0.9768409191043556
TMPRSS2	0.01435529297707	1.2497395083251746
AXIN1	4.954661620837898	1.1659127561904683
POLQ	3.0	0.9354323306302486
FOXO1	3.0107798387532423	0.947947779647365
PTK6	0.4541758931858021	1.2401336918251775
KDM6A	3.48155728070859	0.975515853724148
SRSF2	8.520029304212185	1.4486734393541545
MYB	1.84799690655495	0.9306089855243284
JAK1	5.299024807384316	1.2358543064888363
MLF1	4.098453246309274	1.2627591920709942
MYCL	5.614709844115208	1.207276054746644
CREB3L2	3.303050084681673	0.9347564333467564
PTCH1	5.603477988254004	0.9248020680156784
CASP9	4.588564737401351	1.2299979629020985
ETNK1	4.273515889702116	0.9521817182995376
NOTCH2	5.710944154575872	1.3017423748997892
HOXA13	0.2016338611696504	1.516391321729626
PLCG1	7.038480079936654	0.939170565685012
SMARCB1	6.397289577701605	0.9137190720919336
NCOA1	3.76659516172927	1.2002780428307145
XPC	4.364572432295856	0.9635616151629438
PPFIBP1	4.55704241526372	0.9521817182995376
IGF2BP2	6.24050514939098	1.2112605547225015
RNF43	0.8953026213333066	1.4486734393541545
BCORL1	5.62993940943954	1.0035318124996964
CIITA	1.070389327891398	1.2597227266693565
CXCR4	0.9107326619029126	1.2784819888720849
CAMTA1	7.026468112789912	1.2299979629020985
ASXL1	5.372255648445787	0.939170565685012
TP53	1.967168607532628	0.5257076167676127
SS18	6.304876050044889	1.2769132390855522
B2M	8.610729586534706	0.9348389343091932
ESR1	0.0	0.9306089855243284
RECQL4	5.831370587967541	1.229884377198598
TPR	5.746312766425459	1.2562576687014109
PICALM	6.074462620704536	1.199423117888378
JUN	2.056583528366368	1.2358543064888363
NOTCH1	2.6016965164809576	0.9000214194596693
MGMT	4.290571850852079	0.988187260685102
SMARCA4	5.044831233447812	0.9090723141837708
RMI2	5.120600773845165	1.2597227266693565
NUTM2A	1.3276873641760472	0.988187260685102
BTK	0.6040713236688608	1.0035318124996964
AFF1	2.568032104771279	0.9514576713079498
ACSL6	0.8237493603082727	0.9546097950514836
RPL10	11.887563348127628	1.0035318124996964
PMS1	4.797012977836145	1.3174109204902122
MAP2K4	3.169925001442312	0.5257076167676127
STRN	3.339137384919585	1.244465182781007
BCOR	4.697662633470518	0.975515853724148
EBF1	0.0	0.9546097950514836
MAX	5.17951105027151	0.9422588395731328
FANCF	3.4168397419128294	1.274789406080091
TNC	0.3334237337251918	0.9763427042695448
CRTC1	3.0461417816447205	0.9090723141837708
CHST11	2.327687364176047	0.9326170334718566
VAV1	0.137503523749935	0.90820358078973
FOXR1	0.0285691521967709	1.2680328409631267
ATM	5.559185865787734	1.2680328409631267
DNM2	5.589763486984977	0.9090723141837708
NUTM1	0.0	0.9348389343091932
CSMD3	0.1243281350022017	0.5783110709373425
PPM1D	4.141596278383818	1.4486734393541545
ATF1	4.713695814843359	0.9090961555103472
BRCA1	4.9954845188775066	1.4486734393541545
HERPUD1	4.346956889378885	0.9580244893573276
STAG2	5.9205315062779045	1.0035318124996964
CLP1	4.437627248318949	1.2868352266558123
RHOH	0.0840642647884745	0.9593284650592024
AMER1	2.75702324650746	1.0035318124996964
NDRG1	1.0356239097307212	0.9849241027397724
PDGFB	1.9708536543404835	0.9137190720919336
CASP3	4.351204277257994	0.9757483251822718
TSC2	6.211206928592899	1.1659127561904683
KDSR	4.633431210355632	1.2876049259477576
PTPN11	5.66760832567372	0.9513422654744232
SFRP4	9.028154715653493	1.511657693841932
EZH2	5.814294058282832	1.2630152567419282
FAT4	0.0285691521967709	0.961540695942264
WT1	3.5058909297299574	1.2888184891667658
ELK4	3.614709844115208	1.195590930958346
NUP98	6.449231200669493	1.2117724898841895
EIF4A2	8.9084826925743	1.2112605547225015
ACSL3	4.906890595608519	1.2520123513060029
MPL	0.0976107966264223	1.207276054746644
BIRC6	5.207111961207714	1.244465182781007
YWHAE	7.887464344833477	0.5257076167676127
EXT2	5.829088444004886	1.284827914065465
PAX5	0.0565835283663675	0.9707878709494748
FEV	0.0976107966264223	1.2520123513060029
DDB2	5.817879031830138	1.220777386081958
KAT7	5.012121672712217	1.4486734393541545
NTRK1	0.137503523749935	1.2140872940625893
CCDC6	3.825785627464792	0.9914127099824382
PIK3R1	2.4672794804599825	0.950868673974336
ARHGAP26	1.7484612330040354	0.9546097950514836
GNAQ	4.408032466130653	0.969445076188053
TCL1A	0.0	1.4782272596813173
NFE2L2	7.713627087261187	1.2767300026492163
TGFBR2	0.5058909297299572	0.9635616151629438
FSTL3	4.260025655961456	0.90820358078973
GPHN	3.979110755015786	0.9422588395731328
IL6ST	3.619413010597937	0.950868673974336
TPM4	7.546045566046793	0.9090723141837708
TNFRSF17	0.070389327891398	1.2597227266693565
TFRC	7.337621901992508	1.2112605547225015
GNA11	4.922673592849446	0.90820358078973
ALDH2	4.624100894628114	0.9326170334718566
CDH11	0.0	0.9580244893573276
AFF3	0.0840642647884745	1.6098508514722436
CBL	4.561326136453918	1.2680328409631267
COL2A1	1.4222330006830477	0.9090961555103472
TCF12	4.986410935252045	0.9198604106397512
PHOX2B	0.0285691521967709	0.9593284650592024
SETD2	4.462706750670158	0.9124369653376048
CCNB1IP1	5.644144699932848	0.9347802770238356
BCL11B	0.0840642647884745	1.4782272596813173
NFATC2	0.6870606883398922	1.2785742709842212
MLLT1	5.155830171556525	0.90820358078973
PIK3CA	3.606442228131608	1.2627591920709942
KLK2	0.0	0.911533607272418
XPO1	7.314515271175127	1.2646206289652395
GOLGA5	4.832383716549126	1.4782272596813173
IL2	0.0	0.961540695942264
ZBTB16	0.01435529297707	1.2680328409631267
HSP90AA1	9.800495500466813	1.2334316114740476
BRCA2	2.606442228131608	0.947947779647365
IKZF1	0.01435529297707	1.580334220649927
NRAS	6.202221796397874	1.2658043196985918
SMARCE1	7.860155834623362	1.4486734393541545
DDIT3	6.099926350556032	0.957776069837998
PSIP1	6.527477006060396	0.9707878709494748
ARID2	3.761285273361619	0.9090961555103472
KLF6	5.380590934265922	0.6077309801949071
MDM4	3.678071905112638	1.195590930958346
TRIM24	3.802193216941825	0.9347564333467564
HSP90AB1	10.908617789732023	1.2042454983795032
ZRSR2	3.9616233282869446	0.975515853724148
MET	1.0908534304511135	0.9476549801753814
PIM1	5.593652558397931	1.9783693804784648
MACC1	0.0285691521967709	1.516391321729626
CASP8	3.939226577728209	1.2520123513060029
MB21D2	1.1176950426697545	1.2112605547225015
CBFB	5.720278465233327	0.9580244893573276
ERCC2	5.194953795933835	0.911533607272418
MECOM	0.2387868595871164	1.2627591920709942
SMO	5.740927560318628	1.257325351143007
CCND1	3.981852653289741	1.2100111267128109
MUC1	3.361768359419153	1.2140872940625893
CBLB	1.879705766282288	0.9530478005512084
AKT3	0.8237493603082727	1.2793585420568865
TP63	0.0976107966264223	1.2112605547225015
PIK3CB	4.229587922740652	1.2627591920709942
SDC4	4.89384755813292	0.939170565685012
NSD1	4.383358695385111	0.9546097950514836
LMNA	6.7034883496568245	1.2140872940625893
WAS	1.1375035237499351	0.975515853724148
RBM15	4.020591094773247	1.2658043196985918
GOPC	4.635173946674924	0.9799192264576224
SET	8.650836347490062	0.9157635401574098
ETV6	2.430285272977781	0.9521817182995376
FUBP1	7.610286657081023	1.318412854929076
FOXA1	4.6865005271832185	0.9422588395731328
SETBP1	0.2016338611696504	1.2876049259477576
FES	0.2016338611696504	0.9359696708956078
CALR	8.805356952327855	0.9090723141837708
RAD51B	3.298658315564515	0.9422588395731328
NACA	10.824481474700422	0.9090961555103472
CREB3L1	0.4541758931858021	1.220777386081958
THRAP3	6.431288654291593	1.207276054746644
PRKCB	0.4750848829487828	0.9404577897816476
EWSR1	8.031329024180659	0.9137190720919336
SETDB1	5.4063325778217095	1.2140872940625893
PPP2R1A	6.840840853303942	0.911533607272418
MUC16	0.0565835283663675	0.90820358078973
FHIT	0.2509615735332188	0.9655923493286328
TBX3	0.1634987322828795	0.9513422654744232
COL1A1	2.570462931026041	1.4486734393541545
CDK12	5.903520373723376	1.4486734393541545
FLT4	0.7136958148433591	0.9546097950514836
ABL1	5.339493737901733	0.9000214194596693
AKT2	5.752481004456373	0.911533607272418
BRD3	4.469885976274464	0.9000214194596693
FANCG	4.96116025813664	0.9707878709494748
POT1	3.687060688339893	1.257325351143007
GATA2	3.354734239970604	0.9354323306302486
GATA3	0.0840642647884745	0.6077309801949071
KCNJ5	0.3334237337251918	1.2908852402760629
PCBP1	8.750036978066667	1.4620249074820708
ALK	0.0565835283663675	1.2140358290724127
CHEK2	4.740387932468353	0.9137190720919336
PHF6	5.503984703897613	1.0035318124996964
GAS7	0.2016338611696504	0.5257076167676127
FBXO11	6.111865963867557	1.2447483915559676
PRDM2	4.2471680003747725	1.2299979629020985
ACVR1	3.269033146455237	1.2784819888720849
FAS	2.007195501404204	0.988187260685102
ERCC3	6.361943773735241	1.2784819888720849
POLE	5.549053029337288	0.9513422654744232
SDHA	5.316507819103109	1.0082243091668306
ERCC4	3.4802651220544627	1.2597227266693565
CHN1	5.275007047499869	1.2376072118991543
FGFR3	2.451540833017832	0.9539879737210832
ATP2B3	0.2387868595871164	1.0035318124996964
FOXO4	1.6415460290875237	1.0035318124996964
SIX2	0.1505596765753814	1.2076848442976065
USP8	5.208673319629471	0.9198604106397512
ATP1A1	6.563310691608564	1.2658043196985918
GPC5	0.0	0.5663138780006398
TRIM33	4.563158130402808	1.2658043196985918
SMC1A	6.284106911228743	0.975515853724148
GRIN2A	0.0	1.2597227266693565
CLTC	8.019979842170947	1.4486734393541545
DICER1	5.235344128172668	1.4782272596813173
WNK2	3.3978029618624896	0.9248020680156784
RAD21	6.426600226169925	0.9541950544478526
SBDS	6.166715444966423	1.2863371990203136
MAP2K1	4.96254902292306	0.8893190487483866
FUS	8.859721128927964	0.9003041012548787
NTRK3	2.733354340613827	0.9359696708956078
NCOR2	5.567727963304803	0.9513422654744232
RFWD3	4.581351247168778	0.9580244893573276
RANBP2	5.405992359675837	1.269812503445974
TCEA1	5.327687364176047	0.5807226887684702
LEPROTL1	4.297925052503806	0.5693727266120359
PABPC1	7.728532789471493	0.5807226887684702
OLIG2	1.097610796626422	1.2601106263288018
SF3B1	7.416501992867417	1.2520123513060029
MLLT3	1.2203299548795556	0.9707878709494748
MTCP1	3.085764553778314	1.0035318124996964
ZFHX3	2.7441610955704103	0.9580244893573276
A1CF	0.0426443374084937	0.9914127099824382
DCC	0.2387868595871164	1.2876049259477576
MED12	5.297191416565856	1.0035318124996964
TAF15	8.572662335115352	1.3874025717175171
PALB2	3.320484678017693	0.9404577897816476
DCTN1	6.969012307516316	1.4620249074820708
SSX1	0.1110313123887439	0.975515853724148
GATA1	0.0285691521967709	0.975515853724148
PDGFRA	0.0285691521967709	0.9768409191043556
BCL6	0.5945485495503542	1.2112605547225015
NUP214	4.2660368939953175	0.9000214194596693
PTPN6	4.15623479785027	0.9521817182995376
TET1	3.38404980679516	0.9265931248118516
SOX2	7.892512459779128	1.2627591920709942
PATZ1	4.718635616271338	0.9137190720919336
PTPN13	3.5619370596224327	0.9514576713079498
PRCC	6.204571144249203	1.2140872940625893
ERBB4	5.38543103719352	1.2520123513060029
KTN1	6.116863757690899	0.9422588395731328
KAT6B	4.436295119839363	0.9265931248118516
DGCR8	4.639232163249277	0.9137190720919336
LMO1	0.2265085298086797	1.24876796481943
PTPRC	0.0426443374084937	1.2562576687014109
TCF7L2	4.025028794491522	0.988187260685102
SMAD4	5.2890967024199895	1.2876049259477576
EGFR	0.137503523749935	1.580334220649927
MAML2	4.644433152406245	1.2292809929079151
EPHA3	0.0840642647884745	0.978854275552178
IDH2	6.373126157758923	0.9359696708956078
MSH2	6.035623909730721	1.2447483915559676
KDM5A	4.001802242633985	0.9521817182995376
KDM5C	5.820689560559215	0.975515853724148
NIN	4.5453506448223	0.9422588395731328
FOXO3	3.400537929583729	0.9024143951379258
AKT1	6.881052763405118	1.2334316114740476
ARAF	5.824767853143294	0.975515853724148
IKBKB	5.00943675560809	1.286141325146271
ANK1	0.2509615735332188	1.286141325146271
CD79B	0.1890338243900171	1.4486734393541545
CHIC2	3.2433644256936605	0.9768409191043556
SGK1	0.2016338611696504	0.9306089855243284
TET2	2.488000770834068	0.9514576713079498
RAP1GDS1	4.40735275114004	0.9514576713079498
DDX10	5.540399305630624	1.2680328409631267
ELN	0.2265085298086797	1.2863371990203136
ZNF521	0.1763227726404629	1.2769132390855522
FBLN2	0.4854268271702416	0.9635616151629438
IRS4	0.0	1.0035318124996964
CRTC3	3.980939266085512	0.9359696708956078
MYD88	5.185866545311334	0.9124369653376048
TAL1	0.070389327891398	1.2718901581678137
BCL9	4.654206377944292	1.2140872940625893
CDH1	0.6599245584023783	0.9580244893573276
AKAP9	5.163096138436012	1.2340920695825346
LZTR1	5.0	0.9137190720919336
ECT2L	0.070389327891398	0.9306089855243284
JAZF1	0.2016338611696504	1.516391321729626
FLCN	4.564378168565064	0.5257076167676127
ZNF384	5.230741002626909	0.9521817182995376
CTNND1	6.6656201640663815	1.2868352266558123
SMARCD1	5.926236684413331	0.9090961555103472
ABI1	3.269033146455237	0.5956331309719602
EPHA7	1.2387868595871168	0.977003750442564
KMT2D	5.302319050948834	0.9090961555103472
DCAF12L2	0.01435529297707	1.0035318124996964
CDX2	0.1243281350022017	0.947947779647365
KEAP1	5.803485375595953	0.9090723141837708
MSN	6.779916296654991	1.0035318124996964
PRPF40B	4.062639828286463	0.9090961555103472
ETV1	1.1375035237499351	1.516391321729626
POLG	5.067810783789621	0.9359696708956078
PPARG	0.0285691521967709	0.9635616151629438
TNFAIP3	0.8559896973084807	0.9306089855243284
BCL3	3.619413010597937	0.911533607272418
